,Status,County Name,Jurisdiction,CTR Identification Code,Organization Name,Worksite Name,Survey_Cycle,Survey Close Date,Survey Iteration,Key,Survey Purpose,Expansion Factor,Sampling Worksite? ,Response Rate,Total Employees,Expanded Surveys Distributed,Expanded Surveys Returned,"VMT/
Employee",Goal VMT,Total VMT,Total Goal VMT,NDAT Rate,Goal NDAT Rate (Worksite only),Total Goal NDAT Trips,Total Annual Greenhouse Gas Emissions -  All Employees (Metric Tons CO2e),Daily Roundtrip GHG Per Employee (Pounds),GHGforAgg (Pounds),Total Weekly Trips,Weekly Drive Alone Trips,Weekly Carpool Trips,Weekly Vanpool Trips,Weekly 1-Motorcycle Trips,Weekly 2-Motorcycle Trips,Weekly Bus Trips,Weekly Train/Lightrail/Street Car Trips,Weekly Bike Trips,Weekly Walk Trips,Weekly Telework Trips,Weekly CWW Days,Weekly Overnight Business Trip,Weekly Did Not Work,Weekly Used Ferry as Walk-on Passenager,Weekly Boarded Ferry with Car/Bus/Van,Weekly Other Trips,Alone Share,Carpool Share,Van Share,Motorcycle Share,Bus Share,Train Share,Bike Share,Walk Share,Tele Share,CWW Share,Used Ferry Share,Boarded Ferry Share,Other Share,Baseline,Error: Difference between Weekly Trips and Summed Weekly Trips:this column is the difference,sumcolumn,calculated percent,summedcol
178,Affected,Spokane,City of Spokane,E30288,Wendle Motors,Wendle Motors,2017/2018,2017-05-29 00:00:00,M6,E30288M6,CTR,1,,100,131,131,131,9.9,0,1296.9,0,0.15,0,0,294.9,19.3898076457508,2540.06480159335,681.0,570.0,67.0,0.0,9.0,0.0,5.0,0.0,3.0,5.0,6.0,4.0,4,7,0.0,0.0,12.0,0.84,0.1,0.0,0.01,0.01,0.0,0.0,0.01,0.01,0.01,0.0,0.0,0.02,,,0.98,0.02,
179,Affected,Spokane,City of Liberty Lake,E30296,Itron Inc,Itron Inc.,2017/2018,2017-11-01 00:00:00,M6,E30296M6,CTR,1,,50.8695652173913,460,460,234,10.8,0,2527.2,0,0.24,0,0,1045.8,21.1323570161796,4944.97154178602,1110.0,849.0,56.0,6.0,0.0,0.0,16.0,0.0,13.0,3.0,152.0,0.0,34,25,0.0,0.0,15.0,0.76,0.05,0.01,0.0,0.01,0.0,0.01,0.0,0.14,0.0,0.0,0.0,0.01,,,0.99,0.01,
180,Affected,Spokane,City of Spokane,E30320,Avista Corporation,Avista Corporation,2017/2018,2017-06-05 00:00:00,M6,E30320M6,CTR,1,,73.2774674115456,1074,1074,787,12.8,0,10073.6,0,0.15,0,0,2924.4,25.0429032554317,19708.7648620247,3773.0,3167.0,268.0,82.0,33.0,0.0,10.0,1.0,47.0,19.0,63.0,49.0,40,90,0.0,0.0,34.0,0.84,0.07,0.02,0.01,0.0,0.0,0.01,0.01,0.02,0.01,0.0,0.0,0.01,,,0.99,0.01,
181,Affected,Spokane,City of Spokane,E30338,Providence Sacred Heart Medical Center,Providence Sacred Heart Medical Center,2017/2018,2017-05-29 00:00:00,M6,E30338M6,CTR,1,,91.4724275156339,4611,1759,1609,11,0,17699,0,0.13,0,0,9888.6,21.5351459871705,34650.0498933574,7065.0,6091.0,410.0,74.0,26.0,4.0,30.0,0.0,57.0,169.0,67.0,70.0,10,705,0.0,5.0,62.0,0.86,0.06,0.01,0.0,0.0,0.0,0.01,0.02,0.01,0.01,0.0,0.0,0.01,,,0.99,0.01,
182,Affected,Spokane,City of Spokane,E30346,"Jubilant HollisterStier, LLC","JJubilant HollisterStier, LLC",2017/2018,2017-04-23 00:00:00,M6,E30346M6,CTR,1,,77.9047619047619,525,525,409,9.6,0,3926.4,0,0.13,0,0,1099,18.8001902122258,7689.27779680034,2008.0,1738.0,143.0,0.0,8.0,0.0,9.0,0.0,14.0,6.0,6.0,61.0,3,38,0.0,8.0,15.0,0.87,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.01,,,0.99,0.01,
183,Affected,Spokane,City of Spokane,E30353,Goodwill Industries,Goodwill Industries - Downtown,2017/2018,2017-04-21 00:00:00,M6,E30353M6,CTR,1,,96.0526315789474,160,152,146,8.5,0,1241,0,0.28,0,0,297.2,16.6309494139332,2428.11861443425,719.0,516.0,126.0,2.0,0.0,0.0,63.0,1.0,2.0,5.0,1.0,1.0,0,29,0.0,0.0,2.0,0.72,0.18,0.0,0.0,0.09,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
184,Affected,Spokane,City of Spokane,E30361,The Spokesman-Review,The Spokesman-Review,2017/2018,2017-05-14 00:00:00,M6,E30361M6,CTR,1,,75.4045307443366,309,309,233,6.4,0,1491.2,0,0.3,0,0,425,12.537955102931,2921.34353898292,1127.0,771.0,112.0,0.0,14.0,0.0,107.0,0.0,30.0,68.0,8.0,8.0,6,64,0.0,0.0,9.0,0.68,0.1,0.0,0.01,0.09,0.0,0.03,0.06,0.01,0.01,0.0,0.0,0.01,,,0.99,0.01,
185,Affected,Spokane,City of Spokane,E30403,Kaiser Permanente - Spokane,Corporate - Spokane,2017/2018,2017-05-14 00:00:00,M6,E30403M6,CTR,1,,75.6446991404011,349,349,264,8.3,0,2191.2,0,0.43,0,0,625.2,16.2657352352537,4294.15410210696,1282.0,726.0,82.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,438.0,0.0,9,34,0.0,0.0,16.0,0.57,0.06,0.0,0.0,0.01,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.01,,,0.99,0.01,
186,Affected,Spokane,City of Spokane,E30411,Spokane Community College,Spokane Community College,2017/2018,2018-06-25 00:00:00,M6,E30411M6,CTR,1,,59.8371777476255,995,737,441,9.7,0,4277.7,0,0.16,0,0,1976,18.9945638179082,8376.60264369753,2033.0,1683.0,132.0,0.0,20.0,0.0,102.0,0.0,37.0,2.0,28.0,2.0,5,69,0.0,0.0,27.0,0.83,0.06,0.0,0.01,0.05,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.01,,,0.99,0.01,
187,Affected,Spokane,City of Spokane,E30437,The Guardian Life Insurance Company of America,The Guardian Life Insurance Company of America,2017/2018,2017-05-04 00:00:00,M6,E30437M6,CTR,1,,95.0769230769231,325,325,309,6.1,0,1884.9,0,0.51,0,0,431.4,11.9373212394948,3688.63226300389,1515.0,745.0,115.0,0.0,0.0,0.0,38.0,0.0,0.0,19.0,561.0,7.0,7,33,0.0,0.0,30.0,0.49,0.08,0.0,0.0,0.03,0.0,0.0,0.01,0.37,0.0,0.0,0.0,0.02,,,0.98,0.02,
188,Affected,Spokane,City of Spokane,E30445,Rockwood Clinic P.S.,Rockwood Clinic P.S.,2017/2018,2017-10-31 00:00:00,M6,E30445M6,CTR,1,,52.0134228187919,298,298,155,10.7,0,1658.5,0,0.14,0,0,642.9,20.9435575972096,3246.25142756749,704.0,602.0,59.0,1.0,0.0,0.0,7.0,0.0,3.0,16.0,6.0,7.0,0,34,0.0,0.0,3.0,0.86,0.08,0.0,0.0,0.01,0.0,0.0,0.02,0.01,0.01,0.0,0.0,0.0,,,1.0,0.0,
189,Affected,Spokane,City of Spokane Valley,E30478,Wagstaff Inc,Wagstaff Inc.,2017/2018,2017-08-17 00:00:00,M6,E30478M6,CTR,1,,87.5,356,344,301,11.7,0,3521.7,0,0.15,0,0,889.8,22.908918748451,6895.58454328376,1448.0,1197.0,81.0,0.0,39.0,2.0,0.0,0.0,3.0,0.0,10.0,111.0,6,58,0.0,2.0,3.0,0.83,0.06,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.0,,,1.0,0.0,
190,Affected,Spokane,City of Spokane Valley,E30486,Valley Hospital ,Valley Hospital,2017/2018,2017-05-21 00:00:00,M6,E30486M6,CTR,1,,75.9082217973231,523,523,397,10,0,3970,0,0.27,0,0,1131.1,19.5646960688209,7767.18433932189,1935.0,1395.0,123.0,0.0,9.0,0.0,11.0,0.0,11.0,25.0,7.0,331.0,6,333,0.0,0.0,23.0,0.72,0.06,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.17,0.0,0.0,0.01,,,0.99,0.01,
191,Affected,Spokane,City of Spokane,E30494,Spokane Transit Authority,Spokane Transit Authority,2017/2018,2017-05-01 00:00:00,M6,E30494M6,CTR,1,,93.0232558139535,430,430,400,10.1,0,4040,0,0.2,0,0,941.3,19.7587419695413,7903.49678781652,1954.0,1546.0,132.0,0.0,16.0,2.0,142.0,0.0,20.0,58.0,0.0,25.0,0,131,0.0,0.0,13.0,0.79,0.07,0.0,0.01,0.07,0.0,0.01,0.03,0.0,0.01,0.0,0.0,0.01,,,0.99,0.01,
192,Affected,Spokane,City of Cheney,E30502,City of Cheney,City of Cheney,2017/2018,2017-05-22 00:00:00,M6,E30502M6,CTR,1,,100,90,90,90,9.7,0,873,0,0.14,0,0,158.9,18.9735259605344,1707.6173364481,382.0,325.0,9.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,34.0,0,66,0.0,0.0,0.0,0.85,0.02,0.0,0.01,0.0,0.0,0.02,0.01,0.0,0.09,0.0,0.0,0.0,,,1.0,0.0,
193,Affected,Spokane,City of Spokane,E30528,Providence Holy Family Hospital,Providence Holy Family Hospital,2017/2018,2017-05-29 00:00:00,M6,E30528M6,CTR,1,,82.2997416020672,1104,774,637,10.7,0,6815.9,0,0.13,0,0,2240.1,20.9755028623221,13361.3953232992,2717.0,2356.0,113.0,0.0,15.0,0.0,3.0,0.0,19.0,79.0,40.0,28.0,0,292,0.0,0.0,64.0,0.87,0.04,0.0,0.01,0.0,0.0,0.01,0.03,0.01,0.01,0.0,0.0,0.02,,,0.98,0.02,
194,Affected,Spokane,City of Medical Lake,E30569,WA State Dept. of Social and Health Services,Eastern State Hospital,2017/2018,2017-06-15 00:00:00,M6,E30569M6,CTR,1,,50.7150715071507,909,909,461,17.2,0,7929.2,0,0.19,0,0,3360.5,33.6524334107215,15513.7718023426,2233.0,1798.0,293.0,23.0,9.0,0.0,34.0,5.0,3.0,14.0,9.0,12.0,1,120,7.0,2.0,24.0,0.81,0.13,0.01,0.0,0.02,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,,,0.99,0.01,
195,Affected,Spokane,City of Spokane,E30577,WA State Dept. of Ecology,Dept. of Ecology,2017/2018,2017-04-28 00:00:00,M6,E30577M6,CTR,1,,76.0330578512397,126,121,92,8.7,0,800.4,0,0.26,0,0,226.4,17.0299820603234,1566.75834954975,428.0,315.0,52.0,3.0,3.0,0.0,15.0,0.0,8.0,6.0,13.0,12.0,4,11,0.0,0.0,1.0,0.74,0.12,0.01,0.01,0.04,0.0,0.02,0.01,0.03,0.03,0.0,0.0,0.0,,,1.0,0.0,
196,Affected,Spokane,City of Spokane,E30593,Gonzaga University,Gonzaga University,2017/2018,2018-05-06 00:00:00,M6,E30593M6,CTR,1,,74.5972738537794,1293,807,602,7.1,0,4274.2,0,0.23,0,0,2071.2,13.9133243191667,8375.82124013834,3056.0,2334.0,243.0,1.0,13.0,0.0,80.0,1.0,90.0,171.0,92.0,1.0,11,23,0.0,0.0,30.0,0.76,0.08,0.0,0.0,0.03,0.0,0.03,0.06,0.03,0.0,0.0,0.0,0.01,,,0.99,0.01,
197,Affected,Spokane,City of Spokane Valley,E30601,Honeywell,Honeywell - Spokane,2017/2018,2017-05-30 00:00:00,M6,E30601M6,CTR,1,,78.4511784511785,297,297,233,12.7,0,2959.1,0,0.14,0,0,790.7,24.8646746013298,5793.46918210984,1100.0,929.0,86.0,0.0,11.0,0.0,3.0,0.0,3.0,0.0,6.0,54.0,5,49,0.0,0.0,8.0,0.84,0.08,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.01,,,0.99,0.01,
198,Affected,Spokane,City of Spokane,E30619,St. Luke's Rehabilitation Institute,St. Luke's Rehabilitation Institute,2017/2018,2017-05-31 00:00:00,M6,E30619M6,CTR,1,,73.6318407960199,402,402,296,11.1,0,3285.6,0,0.11,0,0,903.7,21.7169507260671,6428.21741491585,1351.0,1196.0,88.0,0.0,4.0,0.0,21.0,0.0,16.0,15.0,7.0,2.0,2,42,0.0,1.0,1.0,0.89,0.07,0.0,0.0,0.02,0.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,,,1.0,0.0,
199,Affected,Spokane,City of Spokane,E30643,Spokane Regional Health District,Spokane Regional Health District,2017/2018,2017-05-07 00:00:00,M6,E30643M6,CTR,1,,84.4339622641509,212,212,179,8.7,0,1557.3,0,0.18,0,0,385,17.0227633954757,3047.07464779016,842.0,693.0,69.0,0.0,1.0,0.0,15.0,0.0,9.0,10.0,29.0,11.0,12,30,0.0,0.0,5.0,0.82,0.08,0.0,0.0,0.02,0.0,0.01,0.01,0.03,0.01,0.0,0.0,0.01,,,0.99,0.01,
200,Affected,Spokane,City of Airway Heights,E30650,City of Airway Heights,City of Airway Heights,2017/2018,2017-05-30 00:00:00,M6,E30650M6,CTR,1,,73.5294117647059,34,34,25,14.6,0,365,0,0.08,0,0,111.1,28.5870183335668,714.675458339169,126.0,113.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0,1,0.0,0.0,0.0,0.9,0.02,0.0,0.02,0.0,0.0,0.0,0.04,0.0,0.02,0.0,0.0,0.0,,,1.0,0.0,
201,Voluntary,Spokane,City of Spokane,E30680,Shriners Hospital for Children,,2017/2018,2017-05-05 00:00:00,M6,E30680M6,CTR,1,,84.9710982658959,173,173,147,9.9,0,1455.3,0,0.1,0,0,352.9,19.3866500130365,2849.83755191636,682.0,606.0,40.0,0.0,5.0,0.0,3.0,0.0,9.0,5.0,0.0,7.0,0,14,0.0,2.0,5.0,0.89,0.06,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.01,,,0.99,0.01,
202,Affected,Spokane,City of Spokane,E30684,Ecova,,2017/2018,2017-05-08 00:00:00,M6,E30684M6,CTR,1,,85.9213250517598,966,966,830,8.5,0,7055,0,0.24,0,0,1768.6,16.6302038973013,13803.0692347601,4029.0,3046.0,545.0,5.0,8.0,0.0,96.0,0.0,27.0,37.0,237.0,5.0,10,100,0.0,0.0,23.0,0.76,0.14,0.0,0.0,0.02,0.0,0.01,0.01,0.06,0.0,0.0,0.0,0.01,,,0.99,0.01,
203,Affected,Spokane,City of Medical Lake,E30692,City of Medical Lake,City of Medical Lake,2017/2018,2017-05-31 00:00:00,M6,E30692M6,CTR,1,,100,19,19,19,5.1,0,96.9,0,0.34,0,0,21.5,9.97881817473684,189.59754532,95.0,57.0,10.0,0.0,6.0,2.0,1.0,0.0,11.0,8.0,0.0,0.0,0,0,0.0,0.0,0.0,0.6,0.11,0.0,0.08,0.01,0.0,0.12,0.08,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
204,Affected,Spokane,City of Spokane,E30718,Pitney Bowes Inc.,Pitney Bowes,2017/2018,2017-05-18 00:00:00,M6,E30718M6,CTR,1,,85.1116625310174,403,403,343,9.6,0,3292.8,0,0.24,0,0,833.3,18.7819410288118,6442.20577288244,1665.0,1254.0,262.0,4.0,10.0,0.0,7.0,0.0,5.0,8.0,93.0,1.0,3,31,1.0,0.0,20.0,0.75,0.16,0.0,0.01,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.01,,,0.99,0.01,
205,Affected,Spokane,City of Spokane,E30734,WA State Dept. of Social and Health Services,Washington State DSHS-DCS,2017/2018,2017-05-02 00:00:00,M6,E30734M6,CTR,1,,93.6363636363636,110,110,103,9.3,0,957.9,0,0.3,0,0,209.4,18.2008580259077,1874.6883766685,475.0,334.0,80.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,18.0,27.0,12,7,0.0,0.0,6.0,0.7,0.17,0.0,0.0,0.01,0.0,0.01,0.0,0.04,0.06,0.0,0.0,0.01,,,0.99,0.01,
206,Affected,Spokane,City of Spokane Valley,E30825,Kaiser Aluminum Washington LLC,Kaiser Aluminum Washington LLC,2017/2018,2017-04-03 00:00:00,M6,E30825M6,CTR,1,,71.9706242350061,817,817,588,15.3,0,8996.4,0,0.11,0,0,2598,29.9469404935787,17608.8010102242,2753.0,2435.0,240.0,4.0,7.0,0.0,5.0,0.0,3.0,0.0,9.0,38.0,8,84,7.0,0.0,5.0,0.88,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,,,1.0,0.0,
207,Affected,Spokane,City of Liberty Lake,E30841,Liberty Mutual,Liberty Lake,2017/2018,2017-05-16 00:00:00,M6,E30841M6,CTR,1,,73.4736842105263,1251,950,698,11.7,0,8166.6,0,0.25,0,0,3133.1,22.9061212735319,15988.4726489253,3365.0,2537.0,473.0,62.0,1.0,0.0,25.0,0.0,2.0,26.0,175.0,33.0,29,85,0.0,0.0,31.0,0.75,0.14,0.02,0.0,0.01,0.0,0.0,0.01,0.05,0.01,0.0,0.0,0.01,,,0.99,0.01,
208,Voluntary,Spokane,City of Spokane,E30957,Downtown Spokane Partnership,Downtown Spokane Partnership,2017/2018,2017-04-10 00:00:00,M6,E30957M6,CTR,1,,100,12,12,12,7,0,84,0,0.23,0,0,18.7,13.7421476646667,164.905771976,60.0,46.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0,0,0.0,0.0,0.0,0.77,0.13,0.0,0.0,0.02,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
209,Affected,Spokane,City of Spokane,E30981,PAML,PAML - Cliff,2017/2018,2017-05-29 00:00:00,M6,E30981M6,CTR,1,,77.3333333333333,375,375,290,9.7,0,2813,0,0.17,0,0,773.8,18.9957945830858,5508.78042909487,1389.0,1149.0,111.0,0.0,11.0,0.0,24.0,0.0,6.0,29.0,18.0,22.0,0,61,0.0,7.0,12.0,0.83,0.08,0.0,0.01,0.02,0.0,0.0,0.02,0.01,0.02,0.0,0.01,0.01,,,0.99,0.01,
210,Affected,Spokane,City of Spokane Valley,E30999,WA State Dept. of Employment Security,Washington State ESD Telecenter - Valley,2017/2018,2017-05-11 00:00:00,M6,E30999M6,CTR,1,,71.875,160,160,115,13.7,0,1575.5,0,0.15,0,0,457.5,26.8497008321181,3087.71559569358,540.0,458.0,64.0,10.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6,6,0.0,0.0,0.0,0.85,0.12,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
211,Affected,Spokane,City of Spokane Valley,E31013,Servatron Inc,,2017/2018,2017-05-16 00:00:00,M6,E31013M6,CTR,1,,92.1428571428571,159,140,129,9.6,0,1238.4,0,0.21,0,0,335.5,18.8117278212752,2426.7128889445,638.0,499.0,65.0,0.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,59.0,2,9,0.0,0.0,0.0,0.78,0.1,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.09,0.0,0.0,0.0,,,1.0,0.0,
212,Affected,Spokane,City of Spokane,E31021,Inland Northwest Health Services,Inland Northwest Health Services,2017/2018,2017-04-30 00:00:00,M6,E31021M6,CTR,1,,81.4207650273224,183,183,149,8.7,0,1296.3,0,0.25,0,0,328.1,17.0462014442802,2539.88401519775,691.0,512.0,78.0,3.0,6.0,1.0,47.0,0.0,0.0,16.0,16.0,2.0,3,35,0.0,0.0,10.0,0.74,0.11,0.0,0.01,0.07,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.01,,,0.99,0.01,
213,Affected,Spokane,City of Liberty Lake,E31039,Express Scripts,Express Scripts,2017/2018,2017-03-27 00:00:00,M6,E31039M6,CTR,1,,83.756345177665,197,197,165,12.5,0,2062.5,0,0.23,0,0,517.2,24.4875810419836,4040.45087192729,780.0,599.0,86.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,85.0,0.0,0,18,1.0,0.0,0.0,0.77,0.11,0.0,0.0,0.01,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,,,1.0,0.0,
214,Affected,Spokane,City of Spokane Valley,E31047,WA State Dept. of Social and Health Services,"CSD, Region 1",2017/2018,2017-05-16 00:00:00,M6,E31047M6,CTR,1,,83.1395348837209,172,172,143,9.5,0,1358.5,0,0.29,0,0,339.6,18.6085875083491,2661.02801369393,669.0,468.0,57.0,0.0,6.0,0.0,4.0,0.0,2.0,1.0,125.0,6.0,8,24,0.0,0.0,0.0,0.7,0.09,0.0,0.01,0.01,0.0,0.0,0.0,0.19,0.01,0.0,0.0,0.0,,,1.0,0.0,
215,Affected,Spokane,City of Spokane,E31062,WSU Health Sciences,Spokane University District,2017/2018,2018-04-30 00:00:00,M6,E31062M6,CTR,1,,73.3231707317073,656,656,481,9.3,0,4473.3,0,0.27,0,0,1286.9,18.2001122513379,8754.25399289354,2286.0,1672.0,279.0,4.0,7.0,0.0,160.0,1.0,20.0,32.0,72.0,7.0,7,73,0.0,1.0,31.0,0.73,0.12,0.0,0.0,0.07,0.0,0.01,0.01,0.03,0.0,0.0,0.0,0.01,,,0.99,0.01,
216,Voluntary,Spokane,City of Spokane,E31088,The Davenport Hotel,The Davenport Hotel,2017/2018,2017-06-30 00:00:00,M6,E31088M6,CTR,1,,98,450,450,441,6.7,0,2954.7,0,0.31,0,0,654.8,13.1174330435279,5784.78797219579,2157.0,1494.0,128.0,0.0,4.0,0.0,381.0,0.0,38.0,61.0,13.0,4.0,0,69,0.0,5.0,29.0,0.69,0.06,0.0,0.0,0.18,0.0,0.02,0.03,0.01,0.0,0.0,0.0,0.01,,,0.99,0.01,
217,Affected,Spokane,City of Spokane Valley,E31112,City of Spokane Valley,City of Spokane Valley - City Hall,2017/2018,2017-05-31 00:00:00,M6,E31112M6,CTR,1,,85.5421686746988,83,83,71,10.6,0,752.6,0,0.2,0,0,186,20.7558610677408,1473.6661358096,338.0,270.0,16.0,0.0,0.0,0.0,4.0,0.0,2.0,4.0,0.0,29.0,5,8,0.0,2.0,11.0,0.8,0.05,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.09,0.0,0.01,0.03,,,0.97,0.03,
218,Affected,Spokane,City of Spokane,E31120,Triumph,,2017/2018,2017-10-13 00:00:00,M6,E31120M6,CTR,1,,80.0511508951407,391,391,313,15.3,0,4788.9,0,0.24,0,0,1339,29.9316240619881,9368.59833140229,1579.0,1199.0,83.0,274.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,10,15,0.0,0.0,10.0,0.76,0.05,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,0.99,0.01,
219,Affected,Spokane,City of Liberty Lake,E31179,Spokane Teachers Credit Union,Spokane Teachers Credit Union,2017/2018,2017-05-21 00:00:00,M6,E31179M6,CTR,1,,78.4660766961652,339,339,266,13.1,0,3484.6,0,0.16,0,0,940.8,25.6294791813967,6817.44146225152,1270.0,1051.0,24.0,0.0,11.0,0.0,12.0,0.0,4.0,23.0,114.0,22.0,24,29,0.0,0.0,9.0,0.83,0.02,0.0,0.01,0.01,0.0,0.0,0.02,0.09,0.02,0.0,0.0,0.01,,,0.99,0.01,
220,Voluntary,Spokane,City of Spokane,E31187,WA State Office of the Attorney General,Washington State Office of the Attorney General,2017/2018,2017-05-22 00:00:00,M6,E31187M6,CTR,1,,78.0487804878049,82,82,64,9.6,0,614.4,0,0.27,0,0,165,18.8021441343886,1203.33722460087,302.0,222.0,36.0,7.0,0.0,0.0,18.0,1.0,0.0,0.0,10.0,8.0,4,2,0.0,0.0,0.0,0.74,0.12,0.02,0.0,0.06,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,,,1.0,0.0,
221,Affected,Spokane,City of Spokane,E31229,Pearson Packaging Systems,Pearson Packaging Systems,2017/2018,2017-11-09 00:00:00,M6,E31229M6,CTR,1,,72.5352112676056,158,142,103,15,0,1545,0,0.17,0,0,527.4,29.3788516554224,3026.02172050851,516.0,428.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0,1,0.0,0.0,0.0,0.83,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,,,1.0,0.0,
222,Affected,Spokane,City of Spokane,E31237,Frontier Behavioral Health,Frontier Behavioral Health,2017/2018,2017-06-27 00:00:00,M6,E31237M6,CTR,1,,79.3577981651376,218,218,173,10.7,0,1851.1,0,0.12,0,0,493.1,20.9392756979275,3622.49469574147,824.0,724.0,53.0,6.0,0.0,0.0,8.0,0.0,2.0,0.0,18.0,9.0,0,38,0.0,0.0,4.0,0.88,0.06,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,,,1.0,0.0,
223,Voluntary,Spokane,City of Spokane,E31278,Coffman Engineers,,2017/2018,2017-05-31 00:00:00,M6,E31278M6,CTR,1,,91.7647058823529,85,85,78,5.5,0,429,0,0.6,0,0,100.9,10.7718894576589,840.207377697391,379.0,147.0,44.0,0.0,6.0,0.0,158.0,0.0,18.0,0.0,0.0,1.0,5,1,0.0,0.0,5.0,0.39,0.12,0.0,0.02,0.42,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.01,,,0.99,0.01,
224,Voluntary,Spokane,City of Spokane,E31286,Spokane Public Library,,2017/2018,2017-04-10 00:00:00,M6,E31286M6,CTR,1,,89.5238095238095,105,105,94,6.4,0,601.6,0,0.34,0,0,130.7,12.5222157118798,1177.0882769167,412.0,272.0,42.0,0.0,0.0,0.0,76.0,0.0,0.0,19.0,2.0,1.0,0,33,0.0,0.0,0.0,0.66,0.1,0.0,0.0,0.18,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
225,Affected,Spokane,City of Spokane,E31302,Inland Northwest Blood Center,,2017/2018,2017-06-21 00:00:00,M6,E31302M6,CTR,1,,100,179,179,179,9,0,1611,0,0.18,0,0,349.1,17.6319302781672,3156.11551979194,873.0,702.0,60.0,1.0,10.0,0.0,2.0,0.0,11.0,11.0,31.0,25.0,4,67,0.0,0.0,20.0,0.8,0.07,0.0,0.01,0.0,0.0,0.01,0.01,0.04,0.03,0.0,0.0,0.02,,,0.98,0.02,
226,Voluntary,Spokane,City of Spokane,E31336,Spokane Transit Plaza,,2017/2018,2017-03-26 00:00:00,M6,E31336M6,CTR,1,,100,31,31,31,5.8,0,179.8,0,0.42,0,0,38.9,11.3589165454305,352.126412908344,151.0,87.0,16.0,0.0,0.0,0.0,43.0,0.0,5.0,0.0,0.0,0.0,0,16,0.0,0.0,0.0,0.58,0.11,0.0,0.0,0.28,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,
227,Affected,Spokane,City of Spokane,E31351,Inland Imaging Business Associates,,2017/2018,2017-05-30 00:00:00,M6,E31351M6,CTR,1,,85.2631578947368,95,95,81,9.1,0,737.1,0,0.23,0,0,188.5,17.8054908613965,1442.24475977311,398.0,305.0,68.0,4.0,0.0,0.0,5.0,0.0,0.0,5.0,10.0,1.0,2,4,0.0,0.0,0.0,0.77,0.17,0.01,0.0,0.01,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,,,1.0,0.0,
228,Affected,Spokane,City of Spokane,E31377,"Northwest Orthopaedic Specialists, P.S.",,2017/2018,2017-05-21 00:00:00,M6,E31377M6,CTR,1,,84.4444444444444,180,180,152,9.6,0,1459.2,0,0.16,0,0,353.7,18.8136195469029,2859.67017112923,700.0,590.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,19.0,26.0,0,27,0.0,0.0,11.0,0.84,0.03,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.04,0.0,0.0,0.02,,,0.98,0.02,
